Search,Replace,Wildcard,MatchCase,MatchWholeWord,MatchKashida,MatchDiacritics,MatchAlefHamza,CounterUp
درباره,راجع به,0,1,1,0,0,1,1
چطور,چگونه,0,1,1,0,0,1,1
حائز,دارای,0,1,1,0,0,1,1
حادثه,پیشامد,0,1,1,0,0,1,1
حاذق,چیره دست,0,1,1,0,0,1,1
حاصل از,برآمده از,0,1,1,0,0,1,1
حداقل,کمینه,0,1,1,0,0,1,1
حداکثر,بیشینه,0,1,1,0,0,1,1
حدود,نزدیک,0,1,1,0,0,1,1
حراست,نگهبانی,0,1,1,0,0,1,1
حرام,ناروا,0,1,1,0,0,1,1
حرف بی ربط,سخن نادرست,0,1,1,0,0,1,1
حرف زدن,سخن گفتن,0,1,1,0,0,1,1
حرفه,پیشه,0,1,1,0,0,1,1
حریف,هماورد,0,1,1,0,0,1,1
حساب شده,سنجیده,0,1,1,0,0,1,1
حسابگر,دوراندیش,0,1,1,0,0,1,1
حصار,دیوار,0,1,1,0,0,1,1
حق التدريس,آموزانه,0,1,1,0,0,1,1
حقارت,خواری,0,1,1,0,0,1,1
حق التحقیق,پژوهانه,0,1,1,0,0,1,1
حقوق,دست مزد ,0,1,1,0,0,1,1
حق الزحمه,کارانه,0,1,1,0,0,1,1
حکمیت,داوری,0,1,1,0,0,1,1
حماقت,سبک مغزی,0,1,1,0,0,1,1
حمام,گرما به,0,1,1,0,0,1,1
حمل و نقل,ترابری,0,1,1,0,0,1,1
حوالی,پیرامون,0,1,1,0,0,1,1
حوزه,دامنه,0,1,1,0,0,1,1
حول و حوش,دور و بر,0,1,1,0,0,1,1
حیرت انگیز,شگفت انگیز,0,1,1,0,0,1,1
حیطه,گستره,0,1,1,0,0,1,1
حیوان,جانور ,0,1,1,0,0,1,1
خادم,پیشکار,0,1,1,0,0,1,1
خالص,ناب,0,1,1,0,0,1,1
خبره,کارشناس,0,1,1,0,0,1,1
خدشه,خراش,0,1,1,0,0,1,1
خرج,هزینه,0,1,1,0,0,1,1
خروج,برون رفت,0,1,1,0,0,1,1
خط و مشی,راه و روش,0,1,1,0,0,1,1
خطی نسخه,دست نویس,0,1,1,0,0,1,1
خلاص,رها,0,1,1,0,0,1,1
تمامی,همگی,0,1,1,0,0,1,1
تمامیت ارضی,یک پارچگی کشوری,0,1,1,0,0,1,1
تمایل,گرایش,0,1,1,0,0,1,1
تمثال,پیکر,0,1,1,0,0,1,1
تمرد,سرکشی,0,1,1,0,0,1,1
تمول,توانگری,0,1,1,0,0,1,1
تنفر,کینه,0,1,1,0,0,1,1
تواتر,بسامد,0,1,1,0,0,1,1
توأم,همراه,0,1,1,0,0,1,1
توبیخ,نکوهش,0,1,1,0,0,1,1
توحید,یکتاپرستی,0,1,1,0,0,1,1
توریست,گردشگر,0,1,1,0,0,1,1
توزیع,پخش,0,1,1,0,0,1,1
توصیه,پیشنهاد,0,1,1,0,0,1,1
توضیح,روشنگری,0,1,1,0,0,1,1
توقع,چشم داشت,0,1,1,0,0,1,1
توقیف,بازداشت,0,1,1,0,0,1,1
تولید,فراوری,0,1,1,0,0,1,1
تهمت,انگ,0,1,1,0,0,1,1
ثبت نام,نام نویسی,0,1,1,0,0,1,1
جاذبه,کشش,0,1,1,0,0,1,1
جالب,دل نشین,0,1,1,0,0,1,1
جامع,فراگیر,0,1,1,0,0,1,1
جدار,پوسته,0,1,1,0,0,1,1
جدال,کشمکش,0,1,1,0,0,1,1
جدید الانتشار,تازه چاپ,0,1,1,0,0,1,1
جذاب,گیرا,0,1,1,0,0,1,1
جرأت,یارا,0,1,1,0,0,1,1
جرم,بزه,0,1,1,0,0,1,1
جریمه,تاوان,0,1,1,0,0,1,1
جزایی,کیفری,0,1,1,0,0,1,1
جزئی از آن,پاره ای از آن,0,1,1,0,0,1,1
جلاد,دژخیم,0,1,1,0,0,1,1
جلال و جبروت,فر و شکوه,0,1,1,0,0,1,1
جلسات,نشست ها,0,1,1,0,0,1,1
جمعاً,روی هم رفته,0,1,1,0,0,1,1
جمعه,آدینه,0,1,1,0,0,1,1
جواز,پروانه,0,1,1,0,0,1,1
چارت,نمودار,0,1,1,0,0,1,1
چراغ قوه,چراغ دستی,0,1,1,0,0,1,1
تحمل,بردباری,0,1,1,0,0,1,1
تحولات,دگرگونی ها,0,1,1,0,0,1,1
تخریب,ویرانی,0,1,1,0,0,1,1
تخلیه,تهی سازی,0,1,1,0,0,1,1
تخمین,برآورد,0,1,1,0,0,1,1
تدبیر,راهکار,0,1,1,0,0,1,1
تدریجا,كم كم,0,1,1,0,0,1,1
ترجمه,برگردان,0,1,1,0,0,1,1
تردد,آمدوشد,0,1,1,0,0,1,1
تردید,گمان,0,1,1,0,0,1,1
ترشح,تراوش,0,1,1,0,0,1,1
ترغیب کند,وادارد,0,1,1,0,0,1,1
ترقی,پیشرفت,0,1,1,0,0,1,1
تسامح,رواداری,0,1,1,0,0,1,1
تساوی,برابری,0,1,1,0,0,1,1
تسبيح,دستگرد,0,1,1,0,0,1,1
تست,آزمایش,0,1,1,0,0,1,1
تسلسل,زنجیرواری,0,1,1,0,0,1,1
تصادف,برخورد,0,1,1,0,0,1,1
تصدیق,گواهی نامه,0,1,1,0,0,1,1
تصفيه,پالایش,0,1,1,0,0,1,1
تعادل,ترازمندی,0,1,1,0,0,1,1
تعجب,شگفتی,0,1,1,0,0,1,1
تعدادی,شماری,0,1,1,0,0,1,1
تعلق خاطر,وابستگی,0,1,1,0,0,1,1
تعهد نامه,پیمان نامه,0,1,1,0,0,1,1
تفتیش,بازجویی,0,1,1,0,0,1,1
تفرج گاه,گردشگاه,0,1,1,0,0,1,1
تفريق,کاهش,0,1,1,0,0,1,1
تفکیک,جداسازی,0,1,1,0,0,1,1
تفویض,سپردن,0,1,1,0,0,1,1
تقدیر,سرنوشت,0,1,1,0,0,1,1
تقريباً,کم و بیش,0,1,1,0,0,1,1
تقسیم,بخش,0,1,1,0,0,1,1
تقویم,سالنامه,0,1,1,0,0,1,1
تکریم,بزرگ داشت,0,1,1,0,0,1,1
تکنیک,شگرد,0,1,1,0,0,1,1
تلفیقی,آمیزه ای,0,1,1,0,0,1,1
تلویحا,سربسته,0,1,1,0,0,1,1
تأثیر گذار,کارساز,0,1,1,0,0,1,1
تأخير,دیر کرد,0,1,1,0,0,1,1
تأسف,افسوس,0,1,1,0,0,1,1
تأسيس,راه اندازی,0,1,1,0,0,1,1
تأكيد,پافشاری,0,1,1,0,0,1,1
تأمل,درنگ,0,1,1,0,0,1,1
تبحر,چیرگی,0,1,1,0,0,1,1
تبعات,پیامدها,0,1,1,0,0,1,1
تجاوز,دست درازی,0,1,1,0,0,1,1
تجدید نظر,بازنگری,0,1,1,0,0,1,1
تجزیه طلب,جدایی خواه,0,1,1,0,0,1,1
تجزیه و تحلیل,موشکافی,0,1,1,0,0,1,1
گردهمایی,تجمع,0,1,1,0,0,1,1
تجهیزات,ساز و برگ,0,1,1,0,0,1,1
تحت الفظي,واژه به واژه,0,1,1,0,0,1,1
تحرک,جنبش,0,1,1,0,0,1,1
تحریک کننده,برانگیزاننده,0,1,1,0,0,1,1
تحصن,بست,0,1,1,0,0,1,1
تحقیر,خوار داشت,0,1,1,0,0,1,1
تحقیق,پژوهش,0,1,1,0,0,1,1
بی تدبیر,نابخرد,0,1,1,0,0,1,1
بی تردید,بی گمان,0,1,1,0,0,1,1
بی حساب,بی شمار,0,1,1,0,0,1,1
بی سلیقه,بدپسند,0,1,1,0,0,1,1
بیش از حد,بیش از اندازه,0,1,1,0,0,1,1
بی شباهت,نا همانند,0,1,1,0,0,1,1
بی صبر,ناشکیبا,0,1,1,0,0,1,1
بیعانه,پیش پرداخت,0,1,1,0,0,1,1
بی عدالتی,بیداد,0,1,1,0,0,1,1
بی فایده,بیهوده,0,1,1,0,0,1,1
بی قرار,بی تاب,0,1,1,0,0,1,1
بی کفایتی,ناشایستگی,0,1,1,0,0,1,1
بین المللی,جهانی,0,1,1,0,0,1,1
بی نهایت,بیکران,0,1,1,0,0,1,1
پاراگراف,بند,0,1,1,0,0,1,1
تعداد,پرشمار,0,1,1,0,0,1,1
پرثمر,پربار,0,1,1,0,0,1,1
پروسه,فرایند,0,1,1,0,0,1,1
تاثرآور,دل خراش,0,1,1,0,0,1,1
تأثير,کارایی,0,1,1,0,0,1,1
برعکس,وارونه,0,1,1,0,0,1,1
به کرات,بارها,0,1,1,0,0,1,1
به لحاظ,از دید,0,1,1,0,0,1,1
به مثابه,به مانند,0,1,1,0,0,1,1
به منظور,برای,0,1,1,0,0,1,1
به نحوی,به گونه ای,0,1,1,0,0,1,1
به واقع,به راستی,0,1,1,0,0,1,1
به وجود آوردن,پدید آوردن,0,1,1,0,0,1,1
به وقوع پیوست,رخ داد,0,1,1,0,0,1,1
به هر حال,به هر روی,0,1,1,0,0,1,1
به هیچ عنوان,به هیچ روی,0,1,1,0,0,1,1
به سهولت,به آسانی,0,1,1,0,0,1,1
بی حد و حصر,بی اندازه,0,1,1,0,0,1,1
بی نظمی,نا به سامانی,0,1,1,0,0,1,1
بی نظیر,بی همتا,0,1,1,0,0,1,1
بی اعتبار,بی ارزش,0,1,1,0,0,1,1
بی اعتقادی,ناباوری,0,1,1,0,0,1,1
بی اعتنا,روی گردان,0,1,1,0,0,1,1
بیان کردن,بازگو کردن,0,1,1,0,0,1,1
بی بضاعت,تهی دست,0,1,1,0,0,1,1
بی تأمل,بی درنگ,0,1,1,0,0,1,1
بر عهده,بر دوش,0,1,1,0,0,1,1
بسط,گسترش,0,1,1,0,0,1,1
بشارت,مژده,0,1,1,0,0,1,1
بصیرت,بینش,0,1,1,0,0,1,1
بعد,پس,0,1,1,0,0,1,1
بعدها,در آینده,0,1,1,0,0,1,1
بعضا,گاهی,0,1,1,0,0,1,1
بعيد,دور,0,1,1,0,0,1,1
بلا تکلیف,سرگردان,0,1,1,0,0,1,1
بلاغت,شیوایی,0,1,1,0,0,1,1
بلافاصله,بی درنگ,0,1,1,0,0,1,1
بولتن,گزارش نامه,0,1,1,0,0,1,1
به اتفاق,همراه,0,1,1,0,0,1,1
به این ترتیب,بدین سان,0,1,1,0,0,1,1
به تفصیل ,به گستردگی,0,1,1,0,0,1,1
به زعم,به باور,0,1,1,0,0,1,1
به علاوه,افزون بر آن,0,1,1,0,0,1,1
به غیر از این که,جدا از این که,0,1,1,0,0,1,1
به قول,به گفته,0,1,1,0,0,1,1
ایده آلیسم,آرمان گرایی,0,1,1,0,0,1,1
ایرانی الاصل,ایرانی تبار,0,1,1,0,0,1,1
این طور,این گونه,0,1,1,0,0,1,1
با تمام,با همه,0,1,1,0,0,1,1
بارز,آشکار,0,1,1,0,0,1,1
باطل,نادرست,0,1,1,0,0,1,1
باعث,مایه,0,1,1,0,0,1,1
باعث عبرت,مایه پند,0,1,1,0,0,1,1
بالاخره,سرانجام,0,1,1,0,0,1,1
بالاخص,به ویژه,0,1,1,0,0,1,1
بالقوه,نهفته,0,1,1,0,0,1,1
بحبوحه,هنگامه,0,1,1,0,0,1,1
بخیل,تنگ چشم,0,1,1,0,0,1,1
بدجنس,بدنهاد,0,1,1,0,0,1,1
بدون فوت وقت,بی درنگ,0,1,1,0,0,1,1
بدون شک,بی گمان,0,1,1,0,0,1,1
بدیل,همتا,0,1,1,0,0,1,1
بر اساس,بر پایه,0,1,1,0,0,1,1
گاهی,برخی مواقع,0,1,1,0,0,1,1
امرار معاش,گذران زندگی,0,1,1,0,0,1,1
امکان پذیر,شدنی,0,1,1,0,0,1,1
انتخاب,گزینش,0,1,1,0,0,1,1
انتقاد کردن,خرده گیری,0,1,1,0,0,1,1
انتقام,کین خواهی,0,1,1,0,0,1,1
انحا,روش ها,0,1,1,0,0,1,1
انزوا,گوشه گیری,0,1,1,0,0,1,1
انسجام,هماهنگی,0,1,1,0,0,1,1
انعطاف,نرمش,0,1,1,0,0,1,1
انعکاس,بازتاب,0,1,1,0,0,1,1
انفرادی,تنهایی,0,1,1,0,0,1,1
انفصال,جدایی,0,1,1,0,0,1,1
انواع,گونه ها,0,1,1,0,0,1,1
اواسط,میانه ها,0,1,1,0,0,1,1
اول,نخست,0,1,1,0,0,1,1
اولاد,فرزندان,0,1,1,0,0,1,1
اهتمام,کوشش,0,1,1,0,0,1,1
اهدا,پیشکش,0,1,1,0,0,1,1
ایاب و ذهاب,رفت و آمد,0,1,1,0,0,1,1
ایجاد اشتغال,کارآفرینی,0,1,1,0,0,1,1
اعتدال,میانه روی,0,1,1,0,0,1,1
اعتقادات,باورها,0,1,1,0,0,1,1
اعتماد به نفس,خودباوری,0,1,1,0,0,1,1
اعراب,تازیان,0,1,1,0,0,1,1
اعزام,گسیل,0,1,1,0,0,1,1
اعلان,آگهی,0,1,1,0,0,1,1
اغتشاش,آشفتگی,0,1,1,0,0,1,1
اغلب,بیشتر,0,1,1,0,0,1,1
افتتاح,گشایش,0,1,1,0,0,1,1
افتخار,سربلندی,0,1,1,0,0,1,1
افتضاح,رسوایی,0,1,1,0,0,1,1
افراط,زیاده روی,0,1,1,0,0,1,1
افسوس,دریغا,0,1,1,0,0,1,1
اقتباس از,برگرفته از ,0,1,1,0,0,1,1
اكتفا,بسنده,0,1,1,0,0,1,1
اكثرا,بیشتر,0,1,1,0,0,1,1
اکثریت,بیشترین,0,1,1,0,0,1,1
الان,اکنون,0,1,1,0,0,1,1
امام جماعت,پیش نماز,0,1,1,0,0,1,1
امتحان,آزمون,0,1,1,0,0,1,1
اسراف,ریخت و پاش,0,1,1,0,0,1,1
اسکله,بارانداز,0,1,1,0,0,1,1
اسلاف,پیشینیان,0,1,1,0,0,1,1
اسلحه,جنگ افزار,0,1,1,0,0,1,1
اشاعه,گسترش,0,1,1,0,0,1,1
اشتباها,ندانسته,0,1,1,0,0,1,1
اشرار,آشوب گران,0,1,1,0,0,1,1
اصحاب,یاران,0,1,1,0,0,1,1
اصرار,پافشاری,0,1,1,0,0,1,1
اصطکاک,سایش,0,1,1,0,0,1,1
اصولی,بنیادی,0,1,1,0,0,1,1
اصیل,ریشه دار,0,1,1,0,0,1,1
اضافه کردن,افزودن,0,1,1,0,0,1,1
اضطراب,پریشانی,0,1,1,0,0,1,1
اضمحلال,نابودی,0,1,1,0,0,1,1
اطاعت,فرمان برداری,0,1,1,0,0,1,1
اطلاع,آگاهی,0,1,1,0,0,1,1
اطلاعات,داده ها,0,1,1,0,0,1,1
اظهار نظر,بازگویی دیدگاه,0,1,1,0,0,1,1
اعتبار نامه,استوارنامه,0,1,1,0,0,1,1
اساسی,بنیادی,0,1,1,0,0,1,1
اسبق,پیشین,0,1,1,0,0,1,1
استبداد,خود کامگی,0,1,1,0,0,1,1
استحضار,آگاهی,0,1,1,0,0,1,1
استحقاق,شایستگی,0,1,1,0,0,1,1
استدعا,خواهش,0,1,1,0,0,1,1
استراتژی,راهبرد,0,1,1,0,0,1,1
استراحت,آسودگی,0,1,1,0,0,1,1
استراق سمع,شنود,0,1,1,0,0,1,1
استشهاد,گواهی,0,1,1,0,0,1,1
استعفا,کناره گیری,0,1,1,0,0,1,1
استعمال,کاربرد,0,1,1,0,0,1,1
استقبال,پیشباز,0,1,1,0,0,1,1
استمرار,پیوستگی,0,1,1,0,0,1,1
استناد,گواهمندی,0,1,1,0,0,1,1
استنباط,برداشت,0,1,1,0,0,1,1
استهزا,ریشخند,0,1,1,0,0,1,1
استهلاک,فرسایش,0,1,1,0,0,1,1
استیضاح,بازخواست,0,1,1,0,0,1,1
استیلا,چیرگی,0,1,1,0,0,1,1
ارتجاع,واپس گرایی,0,1,1,0,0,1,1
ارتعاش,لرزش,0,1,1,0,0,1,1
ارتفاع,بلندی,0,1,1,0,0,1,1
ارسال کردن,فرستادن,0,1,1,0,0,1,1
ارفاق,آسان گیری,0,1,1,0,0,1,1
ارکان,پایه ها,0,1,1,0,0,1,1
ارکستر,هم نوازی,0,1,1,0,0,1,1
اریکه,تخت,0,1,1,0,0,1,1
از آن جمله,از آن میان,0,1,1,0,0,1,1
از آن روز به بعد,پس از آن روز,0,1,1,0,0,1,1
از اوایل,از آغاز,0,1,1,0,0,1,1
از این قبیل,از این دست,0,1,1,0,0,1,1
از بین بردن,از میان بردن,0,1,1,0,0,1,1
از جانب,از سوی,0,1,1,0,0,1,1
از جمله,از آن گونه,0,1,1,0,0,1,1
از حيث,از دید,0,1,1,0,0,1,1
از طرف دیگر,از سوی دیگر,0,1,1,0,0,1,1
از طریق,از راه,0,1,1,0,0,1,1
ازدواج,زناشویی,0,1,1,0,0,1,1
اساس,بنیاد,0,1,1,0,0,1,1
اتفاقات,رویدادها,0,1,1,0,0,1,1
اتومبیل,خودرو,0,1,1,0,0,1,1
اجیر,مزدور,0,1,1,0,0,1,1
احترام,ارج,0,1,1,0,0,1,1
احتمالا,شاید ,0,1,1,0,0,1,1
احیانا,چه بگویا,0,1,1,0,0,1,1
احتیاط,پروا,0,1,1,0,0,1,1
احضار کردن,فراخواندن,0,1,1,0,0,1,1
اخاذی,زورگیری,0,1,1,0,0,1,1
اختناق,فشار,0,1,1,0,0,1,1
اخطار,هشدار,0,1,1,0,0,1,1
اخلاف,جانشینان,0,1,1,0,0,1,1
آخر,پایان,0,1,1,0,0,1,1
آخرت,رستاخیز,0,1,1,0,0,1,1
آخرین,واپسین,0,1,1,0,0,1,1
آسانسور,بالابر,0,1,1,0,0,1,1
آل بویه,خاندان بویه,0,1,1,0,0,1,1
ابتدا,نخست,0,1,1,0,0,1,1
ابتدایی ترین,ساده ترین,0,1,1,0,0,1,1
ابتکار,نوآوری,0,1,1,0,0,1,1
اتباع,شهروندان,0,1,1,0,0,1,1
اتحاد,همبستگی,0,1,1,0,0,1,1
اتفاق افتاد,رخ داد,0,1,1,0,0,1,1
آپاژور,نورتاب,0,1,1,0,0,1,1
آبونه,مشترک,0,1,1,0,0,1,1
آپارتمان ,کاشانه,0,1,1,0,0,1,1
آپ تودیت,روزآمد,0,1,1,0,0,1,1
آتلیه,کارگاه,0,1,1,0,0,1,1
آرم,نشانه,0,1,1,0,0,1,1
آسیستان,دستیار,0,1,1,0,0,1,1
آشپزخانه اپن,آشپزخانه باز,0,1,1,0,0,1,1
آلبوم,جنگ,0,1,1,0,0,1,1
آنکال,گوش به زنگ,0,1,1,0,0,1,1
اپراتور,کارور,0,1,1,0,0,1,1
اپلی کیشن,درخواست نامه,0,1,1,0,0,1,1
اتوبیوگرافی,سرگذشت من,0,1,1,0,0,1,1
اتیکت,بهانما,0,1,1,0,0,1,1
اجاق مايكروويو,تند پز,0,1,1,0,0,1,1
ارگان,ترجمان,0,1,1,0,0,1,1
استامپ,جوهرگین,0,1,1,0,0,1,1
اسکورت,همروان,0,1,1,0,0,1,1
اسکورت کردن,همروی کردن,0,1,1,0,0,1,1
اشل,پایه,0,1,1,0,0,1,1
اف اف,در بازکن,0,1,1,0,0,1,1
اکولوژی,بوم شناسی,0,1,1,0,0,1,1
اکیپ,گروه مجهز,0,1,1,0,0,1,1
اندیکاتور,نامه نما,0,1,1,0,0,1,1
اندیکاتورنویس,نمانویس,0,1,1,0,0,1,1
انستیتو,مؤسسه,0,1,1,0,0,1,1
انسرینگ ماشین,پیام گیر,0,1,1,0,0,1,1
انیماتور,پویانما,0,1,1,0,0,1,1
اولتیماتوم,اتمام حجت,0,1,1,0,0,1,1
اونیفورم,همسانه,0,1,1,0,0,1,1
بارم,شمارک,0,1,1,0,0,1,1
باند,نوار,0,1,1,0,0,1,1
بانداژ,نوار پیچی,0,1,1,0,0,1,1
باندرول,سرچسب,0,1,1,0,0,1,1
بروشور,دفترک,0,1,1,0,0,1,1
بلندر,مخلوط کن,0,1,1,0,0,1,1
بلوار,چهار باغ,0,1,1,0,0,1,1
بن,بها برگ,0,1,1,0,0,1,1
بورس,بها بازار,0,1,1,0,0,1,1
بوفه,چینی جا,0,1,1,0,0,1,1
بوکسور,مشت زن,0,1,1,0,0,1,1
بی ینال,دو ساله,0,1,1,0,0,1,1
پاراوان,پردینه,0,1,1,0,0,1,1
پارلمان,مجلس,0,1,1,0,0,1,1
پاویون,کوشک,0,1,1,0,0,1,1
پرایس لیست,بهانامه,0,1,1,0,0,1,1
پرسنل,کارکنان,0,1,1,0,0,1,1
پرفراتور,آژه,0,1,1,0,0,1,1
پرفراژ,آژدار,0,1,1,0,0,1,1
پروژکتور,نورافکن,0,1,1,0,0,1,1
پروفرما,پیش برگ,0,1,1,0,0,1,1
پلمپ,مهر و موم,0,1,1,0,0,1,1
پمپاژ,پمپ زنی,0,1,1,0,0,1,1
پورسانت,درصدانه,0,1,1,0,0,1,1
پیش فاکتور,پیش برگ,0,1,1,0,0,1,1
تاکسی درمی,آکنده,0,1,1,0,0,1,1
تاکسی درمیست,آکنده ساز,0,1,1,0,0,1,1
تاکسی درمی کردن,آکنده سازی,0,1,1,0,0,1,1
تئوریک,نظری,0,1,1,0,0,1,1
ترموکوپل,بند آور,0,1,1,0,0,1,1
تستر,برشته کن,0,1,1,0,0,1,1
تستر آون,برشتار ,0,1,1,0,0,1,1
تیست کردن,آزمودن,0,1,1,0,0,1,1
تستی,آزمونه ای,0,1,1,0,0,1,1
تکنوکرات,فن سالار,0,1,1,0,0,1,1
تکنوکراتیک,فن سالارانه,0,1,1,0,0,1,1
تکنوکراسی,فن سالاری,0,1,1,0,0,1,1
تکنولوژی,فن آوری,0,1,1,0,0,1,1
تکنولوژیست,فن آور,0,1,1,0,0,1,1
تکنولوژیک,فن آورانه,0,1,1,0,0,1,1
تكنيسين,فن ورز,0,1,1,0,0,1,1
تله کومونيكاسيون,مخابرات,0,1,1,0,0,1,1
دپارتمان,بخش,0,1,1,0,0,1,1
دکوراتور,آرایه گر,0,1,1,0,0,1,1
دکوراسیون,آرایه گری,0,1,1,0,0,1,1
دو پینگ,زور افزایی,0,1,1,0,0,1,1
رتوشور,پرداختکار,0,1,1,0,0,1,1
رزومه,چکیده,0,1,1,0,0,1,1
رزومه,کارنامک,0,1,1,0,0,1,1
ریموت کنترل,دور فرمان,0,1,1,0,0,1,1
زونکن,پروندان,0,1,1,0,0,1,1
ژتون,بها مهر,0,1,1,0,0,1,1
سانسور,بررسی,0,1,1,0,0,1,1
سئانس,نوبت,0,1,1,0,0,1,1
سریال,زنجیره,0,1,1,0,0,1,1
سمبول,نماد,0,1,1,0,0,1,1
سمبولیسم,نمادگان,0,1,1,0,0,1,1
سمبولیک,نمادین,0,1,1,0,0,1,1
سنسور,حسگر,0,1,1,0,0,1,1
سوژه,موضوع,0,1,1,0,0,1,1
سوییت,سراچه,0,1,1,0,0,1,1
سيفون,آبشویه,0,1,1,0,0,1,1
سیلندر,استوانک,0,1,1,0,0,1,1
سینک,ظرفشویی,0,1,1,0,0,1,1
شیفت,نوبت,0,1,1,0,0,1,1
شیفتی,نوبتکار,0,1,1,0,0,1,1
فاکس کردن,دورنگاری,0,1,1,0,0,1,1
فانتزی,تفننی,0,1,1,0,0,1,1
فایل,پرونجا,0,1,1,0,0,1,1
فر,تاون,0,1,1,0,0,1,1
برگه,فرم,0,1,1,0,0,1,1
فریزر,یخزن,0,1,1,0,0,1,1
فریزری,یخزده,0,1,1,0,0,1,1
فریز کردن,منجمد کردن,0,1,1,0,0,1,1
فلاسک,دمابان,0,1,1,0,0,1,1
فلاش تانک,آبشویه,0,1,1,0,0,1,1
فلاور باکس,گلشنه,0,1,1,0,0,1,1
فلش,پیکانه,0,1,1,0,0,1,1
فود پروسسور,چندکاره,0,1,1,0,0,1,1
فولكلور,فرهنگ مردم,0,1,1,0,0,1,1
فولکلوریک,مردمی,0,1,1,0,0,1,1
فیش,برگه,0,1,1,0,0,1,1
فیشیه,برگه دان,0,1,1,0,0,1,1
کادر,پایوران,0,1,1,0,0,1,1
کاغذ استنسیل,کاغذ مومی,0,1,1,0,0,1,1
کاور,پوشن,0,1,1,0,0,1,1
کریستال,بلوره,0,1,1,0,0,1,1
کلاسه,رده,0,1,1,0,0,1,1
کلاسه بندی,رده بندی,0,1,1,0,0,1,1
کلاسه شده,رده بندی شده,0,1,1,0,0,1,1
کنستانتره,آفشرده,0,1,1,0,0,1,1
کوپن,کالا برگ,0,1,1,0,0,1,1
گارانتی,تضمین,0,1,1,0,0,1,1
گارد,پاسگان,0,1,1,0,0,1,1
لوستر,نورافشان,0,1,1,0,0,1,1
لووردراپه,پرداویز,0,1,1,0,0,1,1
لیست,فهرست,0,1,1,0,0,1,1
مارگارین,کره نباتی,0,1,1,0,0,1,1
مانیفست,بیانیه,0,1,1,0,0,1,1
موکت,فرشینه,0,1,1,0,0,1,1
ميكروفون,صدابر,0,1,1,0,0,1,1
ميكروفيش,ریز برگه,0,1,1,0,0,1,1
میکروفیلم,ریز فیلم,0,1,1,0,0,1,1
میکسر,همزن,0,1,1,0,0,1,1
نان تست,نان برشتی,0,1,1,0,0,1,1
ویلچر,چرخک,0,1,1,0,0,1,1
هارمونی,هماهنگی,0,1,1,0,0,1,1
هارمونیک,هماهنگ,0,1,1,0,0,1,1
هند بوک,دستینه,0,1,1,0,0,1,1
یخچال - فریزر,یخچال - یخزن,0,1,1,0,0,1,1
